登録物件一覧
出力日時：,2026/03/04 23:02:45

掲載状況：,全て
在庫状況：,全て
メーカー：,指定なし
車種：,指定なし
価格見直し：,なし
お気に入り：,なし
車検切れ：,全て
総額：,全て
掲載解除：,全て
更新日（以降）：,
プラン：,全て
本体価格下限：,下限なし
本体価格上限：,上限なし
年式下限：,下限なし
年式上限：,上限なし
入稿状況：,
複数画像：,全て
キャプション：,全て
見積書：,全て
貴社管理番号：
車台番号：
物件コード：
通常ローン：,全て
残価据置ローン：,全て
自動車税：,全て
シート種別：,全て
保証期限：,全て
CS保証見直し：,全て
CS保証入力：,全て
CS認定：,全て
新規検査依頼：,全て
認定ステータス：,全て
評価書流用：,全て
評価書期限：,全て
ソート順変更(優先順位１)：,指定なし
ソート順変更(優先順位２)：,指定なし
ソート順変更(優先順位３)：,指定なし

メーカー,車種,グレード,グレード補記,年式表示用,年式検索用（年）,年式検索用（月）,走行距離表示用,走行距離検索用,色,車検,本体価格表示用,本体価格検索用,支払総額表示用,支払総額検索用,車台番号,貴社管理番号,物件コード,コメント1,コメント2,掲載状況,非掲載理由,在庫状況,拡大コマ,総掲載日数,他掲載指示状況(発売日・商品名),プラン掲出数,Aプラン,Bプラン,複画数,キャプション数,詳細閲覧数,メール問合せ数（全て）,電話問合せ数,MAP閲覧数,お気に入り,価格見直し登録,検査依頼,流用物件（有/無）,流用物件（残日数）,認定ステータス,評価情報（総合）,評価情報（内装）,評価情報（外装）,評価書有効期限,評価書掲出,登録日,更新日
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,1800S AIS検査員資格者確認済 事前点検済,H28,2016,06,5.9万km,59000,紺Ｍ,車検整備付,123.5万円,1235000,133.5万円,1335000,ZVW50-8024502,18218476,UZ0049258346,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,262,,2,掲出:139.4万円,掲出:139.5万円,79,79,775,0,0,2,2,0,検査必須項目抜け,無,,,,,,,非掲出,2025/06/14 18:38,2026/02/08 15:36
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,1800Aプレミアム,H29,2017,07,7.1万km,71000,紺Ｍ,車検整備付,126.0万円,1260000,136.0万円,1360000,ZVW51-6055165,18269487,UZ0049289915,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,251,,2,掲出:142.9万円,掲出:143.0万円,79,79,925,1,0,4,4,0,検査必須項目抜け,無,,,,,,,非掲出,2025/06/18 09:34,2026/02/08 15:36
ホンダ,ヴェゼル,事前点検済 自社保証 09保 カープレ保,ハイブリッド　ホンダセンシング,H29,2017,08,10.5万km,105000,黒真珠,車検整備付,113.0万円,1130000,123.0万円,1230000,RU3-1259554,18619638,UZ0049543194,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,223,,2,掲出:128.9万円,掲出:129.0万円,77,77,759,0,0,4,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/07/12 09:35,2026/02/08 15:36
日産,バネット,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H16,2004,11,7.0万km,70000,白,車検整備付,76.0万円,760000,86.0万円,860000,SK82VN-325840,18619698,UZ0049543199,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,223,,2,掲出:91.9万円,掲出:92.0万円,76,76,706,0,0,2,0,0,検査必須項目抜け,無,,,,,,,非掲出,2025/07/12 09:35,2026/02/08 15:36
日産,エクストレイル,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H26,2014,08,8.5万km,85000,赤,2026年4月,71.0万円,710000,81.0万円,810000,T32-006754,18858741,UZ0049707707,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,219,,2,掲出:86.9万円,掲出:87.0万円,79,79,644,1,0,2,0,0,検査必須項目抜け,無,,,,,,,非掲出,2025/07/28 09:37,2026/02/08 15:36
トヨタ,ヴォクシー,事前点検済 自社保証 09保 カープレ保,2000ZS AIS検査員資格者確認済 事前点検済,H26,2014,10,8.9万km,89000,黒,車検整備付,138.0万円,1380000,148.0万円,1480000,ZRR80-0074877,18857169,UZ0049707709,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,219,,2,掲出:153.9万円,掲出:154.0万円,79,79,767,0,0,4,5,0,検査必須項目抜け,無,,,,,,,非掲出,2025/07/28 09:37,2026/02/08 15:36
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H25,2013,02,12.5万km,125000,銀Ｍ,2026年7月,42.0万円,420000,52.0万円,520000,ZVW30-1642960,18860382,UZ0049709414,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,212,,2,掲出:57.9万円,掲出:57.0万円,79,79,598,4,0,3,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/07/28 12:38,2026/02/08 15:36
ホンダ,ヴェゼル,事前点検済 自社保証 09保 カープレ保,ハイブリッドX　メモリーナビ　ワンセグ,H26,2014,10,11.2万km,112000,白真珠,車検整備付,91.0万円,910000,101.0万円,1010000,RU3-1046235,18926656,UZ0049755239,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,210,,2,掲出:106.9万円,掲出:107.0万円,79,79,733,1,1,2,2,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/01 18:44,2026/02/08 15:36
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H28,2016,05,5.9万km,59000,薄茶灰,2027年3月,125.0万円,1250000,135.0万円,1350000,ZVW50-8017276,18926685,UZ0049756834,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,209,,2,掲出:140.9万円,掲出:141.0万円,79,79,611,0,0,2,0,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/01 21:34,2026/02/08 15:36
日産,ジューク,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H23,2011,02,6.7万km,67000,黒真珠,車検整備付,40.0万円,400000,50.0万円,500000,YF15-027194,19719710,UZ0050258347,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,159,,2,掲出:55.9万円,掲出:56.0万円,75,75,709,3,0,0,5,0,検査必須項目抜け,無,,,,,,,非掲出,2025/09/23 09:35,2026/02/08 15:36
ホンダ,ヴェゼル,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H26,2014,08,9.9万km,99000,白真珠,車検整備付,118.0万円,1180000,128.0万円,1280000,RU3-1043617,20008970,UZ0050460982,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,142,,2,掲出:133.9万円,掲出:134.0万円,79,79,372,0,0,0,0,0,検査必須項目抜け,無,,,,,,,非掲出,2025/10/11 18:35,2026/02/08 15:36
トヨタ,アクア,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H27,2015,02,8.0万km,80000,赤,車検整備付,60.5万円,605000,70.5万円,705000,NHP10-6374010,20118342,UZ0050525737,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,135,,2,掲出:76.4万円,掲出:76.5万円,79,79,369,0,0,1,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/10/18 09:34,2026/02/08 15:36
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H28,2016,02,7.4万km,74000,銀Ｍ,車検整備付,133.5万円,1335000,143.5万円,1435000,ZVW51-6008878,20256593,UZ0050611496,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,125,,2,掲出:149.4万円,掲出:150.5万円,79,79,333,0,0,0,0,0,検査必須項目抜け,無,,,,,,,非掲出,2025/10/26 09:34,2026/02/08 15:36
トヨタ,アクア,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H27,2015,07,7.8万km,78000,青Ｍ,車検整備付,71.5万円,715000,81.5万円,815000,NHP10-6429776,20630268,UZ0050845656,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,108,,2,掲出:87.4万円,掲出:88.5万円,79,79,354,1,0,1,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/16 21:33,2026/02/08 15:36
トヨタ,ヴォクシー,事前点検済 自社保証 09保 カープレ保,20ZS,H26,2014,08,8.8万km,88000,紺,車検整備付,143.5万円,1435000,153.5万円,1535000,ZRR80-0049761,20637179,UZ0050848184,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,105,,2,掲出:159.4万円,掲出:159.5万円,79,79,396,0,0,1,2,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/17 09:33,2026/02/08 15:36
ホンダ,ヴェゼル,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H26,2014,12,8.8万km,88000,白真珠,車検整備付,153.5万円,1535000,163.5万円,1635000,RU1-1017928,20637176,UZ0050848188,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,105,,2,掲出:169.4万円,掲出:169.5万円,79,79,303,0,0,1,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/17 09:33,2026/02/08 15:36
ホンダ,ステップワゴン,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H22,2010,02,5.8万km,58000,黒真珠,2027年2月,73.5万円,735000,83.5万円,835000,RK1-1012478,20637240,UZ0050848189,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,102,,2,掲出:89.4万円,掲出:89.5万円,79,79,413,0,0,0,2,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/17 09:33,2026/02/08 15:36
ホンダ,オデッセイ,事前点検済 自社保証 09保 カープレ保,プッシュスタート　両側パワースライドドア,H26,2014,01,13.3万km,133000,黒真珠,2027年1月,62.5万円,625000,72.5万円,725000,RC1-1014205,20637234,UZ0050848190,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,104,,2,掲出:78.4万円,掲出:78.5万円,79,79,527,0,1,2,2,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/17 09:33,2026/02/08 15:36
ホンダ,オデッセイ,事前点検済 自社保証 09保 カープレ保,スマートキー　プッシュスタート,H25,2013,12,12.5万km,125000,黒真珠,車検整備付,53.5万円,535000,63.5万円,635000,RC1-1007879,20816770,UZ0050951892,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,91,,2,掲出:69.4万円,掲出:69.5万円,79,79,386,0,0,1,3,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/27 15:34,2026/02/08 15:36
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,関東仕入れ 下錆少ない 事前点検済 車検整,H28,2016,10,11.0万km,110000,白真珠,車検整備付,131.5万円,1315000,141.5万円,1415000,ZVW50-6062546,20820384,UZ0050954819,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,85,,2,掲出:147.4万円,掲出:148.5万円,79,79,232,0,0,0,0,0,検査必須項目抜け,無,,,,,,,非掲出,2025/11/27 18:34,2026/02/08 15:36
トヨタ,ヴォクシー,事前点検済 自社保証 09保 カープレ保,20XCパッケージAIS検査員資格者確認済 事前,H26,2014,06,7.7万km,77000,薄青Ｍ,車検整備付,111.5万円,1115000,121.5万円,1215000,ZRR80-0034644,21031605,UZ0051088952,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,72,,2,掲出:136.4万円,掲出:137.5万円,79,79,352,0,0,0,1,0,検査必須項目抜け,無,,,,,,,非掲出,2025/12/09 18:33,2026/02/08 15:36
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H29,2017,08,9.7万km,97000,薄茶灰,車検整備付,96.5万円,965000,106.5万円,1065000,ZVW50-6093815,21031859,UZ0051088956,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,72,,2,掲出:112.4万円,掲出:112.5万円,79,79,277,0,0,1,5,0,検査必須項目抜け,無,,,,,,,非掲出,2025/12/09 18:33,2026/02/08 15:36
日産,バネット,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H19,2007,06,7.8万km,78000,白,車検整備付,56.5万円,565000,66.5万円,665000,SK82TN-326712,21535833,UZ0051355927,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,55,,2,掲出:72.4万円,掲出:72.5万円,79,79,249,0,0,0,3,0,検査必須項目抜け,無,,,,,,,非掲出,2026/01/08 18:35,2026/02/08 15:36
トヨタ,プリウス,事前点検済 自社保証 09保 カープレ保,AIS検査員資格者確認済 事前点検済 車検整,H27,2015,12,9.0万km,90000,薄茶灰,2026年12月,113.0万円,1130000,123.0万円,1230000,ZVW51-8000562,21543301,UZ0051359676,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,47,,2,掲出:128.9万円,掲出:129.0万円,79,79,169,0,0,1,1,0,検査必須項目抜け,無,,,,,,,非掲出,2026/01/09 09:33,2026/02/08 15:36
トヨタ,ヴェルファイア,事前点検済 自社保証 09保 カープレ保,24Zプラチナセレクション,H21,2009,07,5.7万km,57000,黒,車検整備付,83.0万円,830000,93.0万円,930000,AHN20-8062503,21713610,UZ0051465416,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,38,,2,掲出:98.9万円,掲出:99.0万円,19,19,370,0,0,1,7,0,検査必須項目抜け,無,,,,,,,非掲出,2026/01/18 21:34,2026/02/08 15:36
日産,キャラバンマイクロバス,事前点検済 自社保証 09保 カープレ保,GXスパーロングハイルーフ 車椅子移動車 D,H17,2005,09,6.7万km,67000,白,車検整備付,74.0万円,740000,84.0万円,840000,DQGE25-021306,21947135,UZ0051607418,D席のみSRSラジオオーディオ,,掲載,,あり,非掲載,26,,2,掲出:89.9万円,掲出:90.0万円,79,79,288,1,0,1,0,0,検査必須項目抜け,無,,,,,,,非掲出,2026/01/31 15:33,2026/02/08 15:36
ポルシェ,ポルシェ,ティプトロ 事前点検済 自社保証 09保証,リモコンキーLEDライトアンドロイドナビハ,06,2006,09,12.1万km,121000,銀,車検整備付,139.0万円,1390000,149.0万円,1490000,WP0ZZZ98Z7U750163,21543303,UZ0051508233,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,非掲載,メディア成約（カーセンサー/EDGE）,なし,非掲載,13,,2,掲出:157.8万円,掲出:158.9万円,79,79,1336,8,0,8,11,0,認定対象外,無,,,,,,,非掲出,2026/01/23 09:35,2026/02/07 17:59
スズキ,エブリイ,事前点検済 自社保証 09保 カープレ保,PZターボ左パワースライドドア,H22,2010,07,7.4万km,74000,黒真珠,車検整備付,46.5万円,465000,56.5万円,565000,DA64W-351186,18857182,UZ0049707710,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,216,,2,掲出:61.4万円,掲出:62.5万円,79,79,1253,9,1,6,36,0,検査必須項目抜け,無,,,,,,,非掲出,2025/07/28 09:37,2026/02/07 17:26
トヨタ,ヴォクシー,事前点検済 自社保証 09保 カープレ保,20ZS,H26,2014,07,9.9万km,99000,赤紫Ｍ,車検整備付,116.0万円,1160000,126.0万円,1260000,ZRR80-0048710,19307633,UZ0049968513,■最大15万相当の豪華プロメンテパック49000円～(コーティング＋安心整備８点,来店不要契約OK＋リモート商談とカード決済可■ラインchoinuki■ｙｔｓ．ｋａｍｕｉ＠ｇｍａｉｌ．ｃｏｍ,掲載,,あり,非掲載,185,,2,掲出:131.9万円,掲出:132.0万円,79,79,747,2,0,3,2,0,検査必須項目抜け,無,,,,,,,非掲出,2025/08/27 15:33,2026/02/06 18:15
